"","GSM2544275","GSM2544276","GSM2544277","GSM2544278","GSM2544279","GSM2544280","GSM2544281","GSM2544282","GSM2544283","GSM2544284","GSM2544285","GSM2544286","GSM2544287","GSM2544288","GSM2544289","GSM2544290","GSM2544291","GSM2544292","GSM2544293","GSM2544294","GSM2544295","GSM2544296","GSM2544297","GSM2544298","GSM2544299","GSM2544300","GSM2544301","GSM2544302","GSM2544303","GSM2544304","GSM2544305","GSM2544306","GSM2544307","GSM2544308","GSM2544309","GSM2544310","GSM2544311","GSM2544312","GSM2544313","GSM2544314","GSM2544315","GSM2544316","GSM2544317","GSM2544318","GSM2544319","GSM2544320","GSM2544321","GSM2544322","GSM2544323","GSM2544324","GSM2544325","GSM2544326","GSM2544327","GSM2544328","GSM2544329","GSM2544330","GSM2544331","GSM2544332","GSM2544333","GSM2544334","GSM2544335"
"OTTHUMG00000015742",3.59457,4.36272,5.07183,4.06134,4.26813,4.68106,4.67806,5.15827,4.25651,3.75462,3.85065,4.31526,3.7557,4.30137,3.52221,4.84223,4.55491,3.5942,3.22636,5.30257,4.5041,3.80381,4.03289,4.1113,5.59657,3.62919,4.0343,3.56759,3.88188,4.94566,3.9174,3.95442,4.86519,4.64374,4.27503,3.56631,4.3302,4.66584,4.28867,4.37057,4.59817,3.79075,3.16135,3.52823,3.33315,2.95253,3.45857,3.26128,3.88412,3.36883,4.13722,3.63711,3.72609,3.30119,3.45517,3.66693,3.87885,3.48008,3.57189,3.69867,3.53039
"OTTHUMG00000015756",3.11594,3.25218,3.42736,3.78585,3.38094,3.23602,3.25886,3.31067,3.3741,3.11558,3.16916,3.64373,3.72221,3.31049,3.34773,3.36541,3.35679,3.50113,3.20424,3.45843,3.14978,3.21828,3.87202,3.33558,3.60902,3.59873,3.31446,3.30556,3.62324,3.32884,3.39979,3.57315,3.46698,3.53738,3.5564,3.71081,3.31035,3.3702,3.8851,3.51585,3.48247,3.59318,3.44763,3.54749,3.73381,3.49171,3.32427,3.44816,3.68518,3.47152,3.72067,3.40886,3.25547,3.76027,3.89701,3.68234,3.39548,3.47114,3.94803,3.28939,3.50935
"OTTHUMG00000015760",3.2593,3.33512,2.90734,3.07183,3.60812,2.8964,3.1909,3.88387,3.7609,3.03679,2.94639,3.44003,3.40576,3.0235,3.18896,4.1282,3.37535,3.38372,3.4304,3.09174,3.30953,2.94229,3.73775,4.36748,3.6171,3.07043,2.96006,3.12958,3.53085,3.04516,3.02471,3.34464,3.12566,3.34393,3.31506,3.32768,2.9989,3.2742,3.30241,4.16845,3.53337,3.43369,3.50301,3.67477,3.44645,3.26649,3.64554,3.80056,2.8635,3.33546,3.33466,3.50829,3.30993,3.20415,2.93462,3.74305,3.21975,3.41976,3.15766,3.17302,2.80546
"OTTHUMG00000015761",3.89339,4.29749,4.21663,3.81472,4.20075,4.5643,4.32939,4.97237,4.73816,4.37764,4.33771,4.56805,4.25028,4.29405,4.46734,4.54057,4.62948,4.65905,4.37312,4.4065,4.44852,4.32265,4.81891,3.68244,4.09823,4.05189,4.61168,3.75484,4.09159,4.58359,4.75956,4.32908,4.41742,4.73516,4.51647,5.10832,4.04081,4.24698,4.10124,4.06821,4.33761,4.12776,4.46541,3.94745,4.62553,3.73526,4.3879,4.27746,4.35615,3.968,4.09895,4.41672,3.9562,3.98545,4.30603,3.92265,4.08957,4.16329,4.26134,3.94442,4.15823
"OTTHUMG00000015768",3.53433,3.23243,3.12565,3.27815,3.4038,3.5271,3.00675,3.66701,3.47932,3.41998,2.94545,3.3067,3.64888,3.58159,3.67952,3.40272,3.26035,3.48359,3.13806,3.43346,3.45298,3.97521,3.46281,3.18422,3.57668,3.44172,3.26624,3.63439,3.34514,3.64922,3.52535,3.56918,3.51258,3.31225,3.87627,3.36997,3.28929,2.79728,3.72497,3.72155,3.44431,3.49905,3.31983,3.37913,3.41476,3.67429,4.15659,3.54291,3.83592,3.49405,3.45902,3.6577,3.68711,3.62156,2.95439,3.55306,3.39531,3.32279,3.33391,3.27329,3.38582
"OTTHUMG00000015769",4.11406,3.32869,3.53505,3.69071,3.79162,3.39198,4.0319,3.41097,3.31886,3.5921,3.39913,4.00799,3.51085,3.49138,3.60327,3.49678,3.69711,4.2172,3.5045,3.94698,3.65677,3.9626,3.93848,3.8886,3.70225,3.48032,3.59675,3.45621,4.21545,3.68598,3.46361,3.66397,3.7523,4.06334,4.0123,3.51282,3.68055,3.44107,3.7256,4.10715,3.80791,4.07094,3.56994,4.00268,4.11678,4.61141,3.73023,3.26169,3.5848,3.43272,3.54938,3.54217,3.90119,3.63575,3.57639,3.5491,3.47409,3.6783,3.71897,3.51726,3.6096
"OTTHUMG00000015770",3.25032,3.21289,3.2128,3.40966,3.24903,3.54884,3.65073,3.19033,3.1824,3.47029,3.33469,3.49471,3.40089,3.276,3.64625,3.42168,3.45378,3.46851,3.75028,3.48967,3.40237,3.59484,4.01142,3.4292,3.68048,3.80887,3.86064,3.31006,3.10191,3.09705,3.34377,3.43393,3.40075,3.62704,3.25245,3.8454,3.01536,3.16136,3.42425,3.51414,3.5441,3.30625,3.57987,4.21653,3.30677,4.16635,3.56204,3.82877,3.64158,3.28819,3.73779,3.44823,3.48367,3.48151,3.59487,3.12882,3.17677,3.29158,3.58639,4.00945,3.20974
"OTTHUMG00000015771",2.98435,3.02052,3.05768,2.70642,3.44298,3.21445,3.42644,2.76264,3.06739,3.13875,2.53366,2.93127,3.5111,3.25378,2.77522,2.88362,2.8441,2.86176,3.02417,2.95423,3.30627,3.55115,2.91471,3.66499,2.88256,2.96511,3.24657,2.64718,2.95858,2.81637,2.92331,2.75786,3.15588,3.00067,3.26623,2.98828,2.78823,2.85659,2.76578,3.25999,3.17686,3.30084,2.9946,3.20722,3.64609,3.11583,3.93841,3.26924,3.03049,3.09717,2.80143,3.36291,3.10966,3.0552,3.3202,2.99618,2.67249,2.78724,3.09566,3.10845,2.93942
"OTTHUMG00000015772",4.01794,3.5841,4.16623,4.26654,4.04699,4.01436,3.59428,3.79807,3.92792,4.26547,4.05964,4.12534,3.71597,3.65877,4.32131,4.43055,3.68089,4.10995,3.94852,3.92113,3.75745,4.06475,3.63268,3.93055,3.84783,4.08916,4.10538,3.94082,4.26646,4.40979,3.78842,3.92113,3.92386,4.20556,3.83182,3.93673,3.90306,3.5932,3.85793,3.57155,3.65174,3.48064,3.72793,4.06247,3.94578,4.13962,3.98981,3.9044,4.03456,3.45251,4.14203,4.2002,3.92113,3.4405,3.63972,3.8705,3.62348,3.75356,3.62706,3.94036,3.92113
"OTTHUMG00000015778",4.2751,4.06164,4.39157,4.22074,5.5059,4.09398,4.0783,4.04185,4.76802,4.38761,4.20301,4.204,4.39721,4.24789,4.19788,4.09362,4.45022,4.20206,4.00399,4.29344,4.21082,4.78207,4.47954,4.00799,4.54439,5.86296,4.43161,4.10434,3.69497,4.80101,5.26225,5.11257,4.51606,4.4354,5.24741,4.57422,4.3917,4.40669,3.80638,4.14445,3.81883,3.9374,4.01212,4.11797,4.07149,3.8969,4.20219,3.95474,3.6072,3.69744,4.08554,4.06694,3.91385,3.90686,3.32872,3.78726,3.72706,4.08052,3.75179,3.8818,4.59943
"OTTHUMG00000015781",3.08904,2.72715,2.93842,2.93545,2.64025,2.94912,2.89681,2.68055,3.22689,2.80158,2.68746,2.92288,2.78549,2.87469,3.20339,2.58024,2.71143,2.54415,2.96666,3.43104,2.73736,2.6137,2.86685,3.13017,3.25561,2.74386,2.96154,2.6867,3.46911,2.57375,2.31354,2.41796,2.90079,2.84099,3.29079,3.0689,3.00146,2.69658,3.02921,2.62813,2.81562,2.9622,3.06232,2.94914,3.21508,2.88493,2.80784,3.01149,3.21732,3.04344,2.9041,2.8788,3.10822,2.84931,2.93503,2.66796,2.72878,3.33225,3.12574,2.76411,2.9177
"OTTHUMG00000015782",3.11481,3.21457,3.0777,3.23692,2.91467,2.88557,3.0811,3.05757,3.40638,3.10362,2.90151,2.99061,3.014,2.9764,3.07886,2.9707,3.05223,2.98453,3.09437,3.51016,2.97787,3.19347,3.30588,3.01989,3.06543,3.26084,3.50567,2.84892,3.25205,2.9381,3.11763,3.05696,3.0379,3.08115,3.10182,3.21256,2.99233,3.01629,2.88868,3.09243,2.97707,3.23724,3.12495,2.91839,3.05012,3.22126,3.00673,3.17202,3.04145,3.10554,3.07378,3.09247,2.98817,3.10206,3.29749,3.50444,3.02521,3.0777,3.10033,3.00803,3.06696
"OTTHUMG00000015791",3.0305,3.74785,3.48976,3.17664,3.54591,3.47118,3.4812,3.12159,3.3207,3.27501,3.61906,3.36079,3.31964,3.0294,3.53261,3.18343,3.23705,3.17489,3.36781,3.63532,2.84282,3.18568,3.85714,4.18157,3.76062,3.01497,3.52325,3.1898,3.70491,3.32946,3.86337,3.17355,3.11597,3.26884,3.26542,3.72032,3.36933,2.89187,3.45669,3.28279,3.11284,3.31572,3.31128,2.99895,3.42296,3.60588,3.16179,4.14443,3.59037,2.99794,3.37468,3.61855,3.87977,3.30073,3.7013,2.91851,2.97549,3.62978,3.39698,3.38322,3.14931
"OTTHUMG00000015792",4.5507,3.43964,4.79831,4.46072,4.04696,5.23049,4.82025,5.87775,5.31335,4.72828,5.16816,3.99217,4.36769,5.02144,4.29285,5.12158,5.18094,5.52528,4.57621,6.6213,5.38769,4.1534,5.45991,3.8779,4.58318,4.59652,4.64787,5.30111,5.70366,5.93601,5.50827,5.25504,5.35664,4.7844,5.65834,4.45666,6.67038,5.27439,4.95867,5.5462,5.32701,4.10337,4.21179,3.94306,4.64358,3.46261,4.76434,3.24687,5.13915,4.00195,4.40512,3.33009,4.69962,3.76552,5.37757,4.75245,5.71595,4.89843,3.93694,4.25518,3.59504
"OTTHUMG00000015793",8.91397,9.29044,9.374,9.26829,9.29475,8.95484,8.43256,9.58394,8.9477,9.02975,8.96045,8.78223,9.1095,8.84133,8.37884,9.55908,9.24515,9.36328,8.81771,9.02496,9.01303,8.74732,8.93441,8.97167,8.81288,9.30975,8.98771,8.93986,8.84711,9.3274,8.58178,9.05323,9.12417,8.46127,8.83994,9.22174,8.37847,8.95337,8.83273,8.82558,8.87553,8.82972,8.50991,8.55225,8.51301,9.29997,9.25887,9.46675,8.55333,8.03481,8.5927,8.30649,9.00436,8.75176,9.79009,8.82923,9.04566,8.89699,8.32646,8.73594,8.98299
"OTTHUMG00000015798",5.72589,7.10724,6.66266,7.00081,7.67166,5.39413,6.80186,5.37428,7.57276,6.56912,6.56064,6.05065,5.98444,6.49095,6.88246,6.61184,6.39604,6.03991,5.37752,7.40972,5.91648,5.97831,5.71134,5.72457,5.64322,6.3937,5.25964,5.66304,6.46364,6.00287,5.88468,5.71822,5.73917,6.4705,6.00517,5.56508,5.47029,6.47325,5.95215,5.74051,6.88204,7.45373,6.97116,6.59067,6.33646,5.35599,8.43497,8.44518,6.40026,6.39047,7.68256,5.78609,7.44958,5.9847,7.11015,7.43989,6.85315,6.8053,6.66202,7.87396,6.7925
"OTTHUMG00000015806",3.73268,3.17453,3.18255,3.24085,3.30798,3.31698,3.10719,3.28786,3.72297,3.21347,3.31676,3.44877,3.13095,3.25006,3.61447,3.23721,3.10088,3.22907,3.18987,3.61461,3.4425,3.44247,2.95726,3.19882,3.404,3.1604,3.31855,3.38149,3.19386,3.28052,2.98179,3.3977,3.00556,3.26206,3.23352,3.21073,3.09605,2.94043,3.2981,3.17501,2.98026,3.04713,3.32145,3.11603,2.9103,3.39593,3.05322,3.3036,3.49592,2.70192,3.23493,3.27993,3.25376,3.44082,3.15799,2.98203,3.35613,3.05108,3.34563,3.026,3.26314
"OTTHUMG00000015812",3.09557,2.82018,3.49816,2.83912,3.13345,3.12225,2.90666,3.50219,3.12947,3.16736,3.0697,3.0757,3.56726,3.07253,3.10641,3.24841,2.92642,3.14355,3.24259,2.9947,2.80733,3.17624,2.94682,2.89336,3.26102,3.09033,2.9766,2.7206,2.99482,3.29979,2.69448,3.19813,3.07237,2.73216,3.11476,3.15751,3.10633,2.7682,2.87009,3.10134,3.0076,3.24006,3.37579,2.93446,3.2169,3.09375,3.25119,2.95214,3.20755,3.70502,3.2186,3.7097,3.65074,3.20099,3.71772,3.46294,3.12229,3.09084,3.30435,3.31175,2.97487
"OTTHUMG00000015821",3.44215,3.34438,3.24047,3.16045,3.91105,3.96057,3.45419,2.9837,4.28239,2.85478,4.06718,3.88631,3.64603,3.62672,3.73049,3.75845,3.78135,3.93192,3.61816,3.54558,3.45037,4.38075,3.65025,2.81667,3.85083,3.58793,3.58696,3.77014,3.80815,3.35944,3.76368,4.28281,3.9914,3.60535,3.61284,3.48959,3.93072,3.55342,3.62381,3.75544,4.01099,3.65515,3.51054,3.34951,3.45952,3.91139,3.61435,2.89017,3.37193,3.46054,3.56759,3.56542,3.34764,3.59733,3.83156,3.93965,3.64286,3.72084,3.42721,3.28449,3.57936
"OTTHUMG00000015822",4.04913,3.23791,3.56129,4.05483,4.22691,3.30403,3.93716,4.31184,4.28,2.98028,4.04762,3.48732,3.8192,3.4943,4.52117,3.77049,3.84992,3.52564,3.48362,4.74177,3.92939,4.81932,4.05535,3.68714,4.15987,3.58096,4.32259,3.44638,3.57894,3.85579,3.28034,4.26076,3.47631,3.82696,3.63525,4.80284,3.81599,3.44416,3.70034,3.66882,3.23111,3.62081,3.37191,3.30302,3.81431,3.2605,2.75495,2.8999,3.52295,3.0477,3.63664,3.23134,4.02403,3.3531,3.71495,3.28369,2.84126,3.52995,3.54389,3.27874,3.29906
"OTTHUMG00000015823",3.72746,5.06721,4.47062,3.52542,4.35231,4.34507,4.20024,4.5272,5.03816,3.89282,4.48238,4.72181,3.45811,3.80336,3.04623,4.4313,3.3016,5.59757,4.83279,4.94392,3.85939,5.58767,3.9929,3.90458,4.79612,3.21893,3.41994,3.55416,4.27624,6.81126,3.29281,3.85612,3.83778,4.57653,3.78286,5.57852,3.46079,4.69189,5.22731,4.52924,3.832,4.11877,3.44894,3.79682,3.4181,3.60931,3.76133,3.32082,2.98833,2.87993,3.47507,4.31231,3.62,3.15771,3.41752,3.53281,3.56949,2.99788,2.92683,2.96116,3.32077
"OTTHUMG00000015829",3.94617,4.16921,3.79846,4.78822,3.79878,4.50596,3.38569,3.71833,4.19884,4.43224,3.92732,3.83088,4.32507,4.80043,4.01838,3.95161,4.12522,4.00055,4.44523,4.37344,3.81598,4.08996,4.59429,3.3128,3.77481,3.42884,4.19323,4.49849,4.52854,3.96469,3.54635,4.20636,3.83792,3.76349,3.99281,4.16019,3.71242,4.40209,4.26459,5.2514,4.16374,3.87862,4.78007,4.0418,4.82719,4.66835,4.35625,3.99327,5.08648,3.85149,4.20175,4.3676,4.66046,4.4095,4.57596,4.56186,4.23062,3.77596,4.76615,4.26239,4.66339
"OTTHUMG00000015831",3.38565,3.31586,3.35474,3.41991,3.41342,3.55416,3.44426,3.60522,3.37067,3.41348,3.41348,3.55021,3.56631,3.46125,3.43959,3.31342,3.52332,3.5157,3.33734,3.6152,3.56701,3.93359,3.35573,3.22442,3.62393,3.31412,3.35404,3.21861,3.54119,3.28811,3.37062,3.53408,3.73464,3.3226,3.59941,3.39607,3.32992,3.54327,3.51435,3.56351,3.48405,3.4596,3.35156,3.14657,3.43977,3.23168,3.5773,3.03071,3.17124,3.29726,3.48818,3.38374,3.53574,3.35581,3.43086,3.30635,3.20683,3.26072,3.27653,3.17049,3.20806
"OTTHUMG00000015845",3.78346,3.51201,4.56499,3.77736,2.83664,4.02597,4.38734,3.44066,3.655,3.96996,2.83963,3.78564,3.89841,4.15604,4.29643,4.76378,3.85976,3.49411,5.25083,3.54568,4.8303,5.11884,4.22389,5.75073,4.38727,4.05037,4.37011,5.16235,4.09309,4.87591,4.10965,4.24153,4.73395,4.40775,5.51057,4.58288,4.25093,4.21747,3.65195,3.51809,4.22576,3.63679,3.83116,3.49934,4.64046,3.54011,4.12669,2.93147,2.98321,4.49619,4.13649,3.5406,4.8908,3.79634,3.91041,3.44211,4.14225,3.64929,3.83248,2.9264,3.57558
"OTTHUMG00000015847",4.14641,3.89321,4.39653,4.27683,5.56761,5.83336,4.12362,4.31027,3.74931,4.67518,4.00438,3.66599,4.45847,4.26229,3.78591,4.88455,4.15644,5.02641,4.962,5.63665,3.73964,4.49061,4.34954,3.29966,3.98624,3.85714,4.10769,3.12959,3.99509,5.94723,3.60686,4.05953,3.65294,4.56581,4.25209,4.53484,4.12228,3.9801,4.13903,4.42982,4.06255,4.05772,4.15937,4.57566,4.13017,3.8481,4.8608,5.16751,3.91175,3.51041,4.12814,4.31522,4.16282,3.4308,3.97513,4.92689,4.4529,3.21355,3.56107,3.77314,4.6068
"OTTHUMG00000015852",3.95538,3.23052,2.89286,2.86731,3.15024,3.15886,3.42978,3.01749,2.797,3.09157,2.9975,3.01606,2.91525,2.6874,2.94568,2.69946,2.96433,3.08646,3.04082,3.32223,2.92973,3.09842,3.09206,2.93019,3.19184,2.93033,3.49827,2.64318,3.21575,2.79456,2.70098,2.98967,2.78129,3.78858,2.76818,4.04959,3.26379,2.91261,3.03281,3.2762,2.9908,2.91231,3.36106,3.22862,3.24044,3.21337,2.89977,3.52533,2.87161,2.99058,3.60485,2.94869,2.99186,3.08883,3.23806,3.08522,3.10821,3.09447,2.86903,2.8538,3.03761
"OTTHUMG00000015856",6.39705,6.61888,6.38028,6.98462,7.27814,7.66029,6.81099,6.89905,6.6807,6.53106,6.54544,6.60747,7.32638,6.80405,7.19248,6.32422,6.02854,6.61615,6.65317,6.63203,6.67111,6.58492,6.87018,6.2422,6.87134,6.91433,6.184,6.88354,6.8015,6.54068,6.4884,6.13856,6.3481,6.27989,6.48623,6.15415,6.68747,6.55428,6.26513,5.50922,6.22612,6.49499,6.72183,6.48399,6.04275,6.31688,6.4609,6.96799,6.39785,6.97427,6.48342,6.83527,6.6727,6.60096,6.19844,6.19689,5.99281,7.08882,6.67414,6.57814,7.14796
"OTTHUMG00000015860",3.5036,3.1736,3.22012,2.90016,3.59876,3.40181,3.82911,3.70741,3.41836,3.2505,3.75877,3.69924,3.81041,3.05774,3.2841,3.39529,3.38768,2.99262,3.98777,3.43141,3.21529,3.80012,3.38899,3.5776,3.90858,3.76686,3.63983,3.65588,3.45506,3.45352,4.11129,3.52171,3.37804,3.27419,3.43293,3.25133,3.24119,3.11544,3.4438,2.86544,2.9636,3.45001,3.28192,3.12282,3.3564,3.17059,4.03536,3.8375,3.4627,3.33738,3.76673,3.24686,3.16248,3.39128,3.2247,3.40017,3.32792,3.12166,2.9556,3.34546,3.40837
"OTTHUMG00000015884",3.46219,3.04371,3.2477,2.96982,2.98372,3.132,3.02973,3.14895,3.41436,3.04583,3.24016,3.22854,3.37722,2.86353,2.95458,3.15433,3.17056,3.02012,3.12538,2.94656,2.98102,3.11082,2.9883,3.19261,3.3756,3.24005,3.40822,2.87167,3.09873,3.04931,3.26641,3.078,3.1145,3.17972,3.16034,2.92472,2.96062,3.04093,3.00627,3.45317,3.06388,3.59194,3.05691,3.34969,3.19785,3.07918,3.04757,3.18218,3.07917,3.16808,3.53362,3.38379,3.05647,3.289,2.93477,2.97289,3.04893,3.25002,2.96056,2.91632,3.05628
"OTTHUMG00000015885",3.44728,3.12713,3.3071,2.97374,3.39633,3.24645,3.36018,3.36031,3.37777,2.97308,3.07276,3.27906,3.21628,3.24377,3.82594,3.14147,3.45347,3.10945,3.29939,3.39881,3.19832,3.48003,3.29266,3.29874,3.15007,3.58203,3.19928,3.32825,2.99757,3.04912,3.29606,3.24581,3.06829,3.42074,3.46983,3.36048,3.3784,2.86386,2.91106,3.27015,3.48427,3.15955,3.49962,3.06923,3.37968,3.25324,3.19093,3.60847,3.29809,3.36321,3.25474,3.29061,3.54227,3.30268,3.12998,3.83478,3.30832,2.99528,3.07458,3.33068,3.68403
"OTTHUMG00000015889",4.09912,4.67844,4.34477,4.73563,4.54592,4.01844,4.69408,4.16037,4.25597,3.9719,4.1753,4.24903,4.15473,4.39284,4.37745,4.47011,4.61563,5.01443,4.66438,4.64164,4.6585,4.46798,4.32806,3.77995,4.6485,3.86026,4.29376,3.66763,3.95442,5.50177,4.43438,4.54412,5.11258,4.24636,4.66895,4.14839,3.6099,4.7798,4.07977,5.02548,4.00072,4.3169,4.36996,4.11329,4.15364,4.76997,4.07766,4.28341,3.91181,3.62783,4.24957,4.17687,4.36973,4.02159,3.96441,3.8351,3.93765,4.06373,3.59542,3.52598,4.18252
"OTTHUMG00000015897",3.57259,3.92987,3.5828,3.5544,3.51049,3.65489,3.70477,4.0494,3.89132,4.17914,4.18014,3.66888,3.62513,3.56112,4.07919,4.05702,3.75251,3.46981,3.91194,3.33854,3.90134,3.99915,4.29542,3.54446,4.62325,4.17682,3.62259,3.68535,4.22443,4.05338,3.56131,3.6978,3.30629,3.8096,4.33128,3.93857,3.67044,3.77886,3.8065,3.99816,3.43534,3.87283,3.69618,4.25551,3.61143,3.59356,3.46654,3.69028,3.37976,3.76274,4.11463,3.82382,3.73084,3.66798,3.92703,3.65492,3.72919,3.54652,3.78823,3.51623,3.81488
"OTTHUMG00000015898",4.19345,3.99552,3.87932,3.83625,3.61813,3.78013,3.92723,3.77574,4.35034,4.07135,5.04065,4.462,3.48707,3.50532,3.65824,3.9361,3.47889,4.05867,3.66901,4.07401,4.60878,4.21633,3.74855,3.90864,2.85494,2.91233,3.63788,3.75372,4.07949,3.67631,3.44318,4.01341,4.16942,3.74559,4.1787,4.01738,3.29982,4.37486,3.06396,4.12558,4.06365,3.66895,3.26749,3.46404,3.33187,3.42795,3.35613,3.29019,3.4454,3.3926,3.45446,3.37383,3.69193,3.31567,3.67918,3.81752,3.19187,3.18529,3.87937,3.8665,3.10441
"OTTHUMG00000015900",2.97161,2.87939,2.91301,3.17551,2.98366,3.08132,3.26227,2.61351,3.4603,3.12798,2.96803,3.17884,2.94062,3.43064,3.41175,3.37161,3.22208,4.04371,3.11105,3.71943,3.09799,3.0574,3.5023,3.27658,3.92402,3.27864,2.93277,3.33085,2.76219,3.9619,4.05281,3.08272,2.81072,3.98687,3.41536,3.25267,3.32408,3.3981,3.0044,3.06662,3.39122,2.74924,3.14779,3.06276,2.85446,3.3896,3.054,2.98611,2.94566,2.55816,2.96207,3.22246,3.26136,2.90305,2.76725,3.07465,3.1636,3.09143,3.84048,2.72148,3.14714
"OTTHUMG00000015908",3.7882,3.88603,3.8339,3.75061,3.50382,4.51498,3.83932,3.88502,4.32327,3.71233,4.1807,4.20377,4.06224,3.76367,4.07366,4.08267,3.85102,4.32121,3.05938,4.3786,3.86522,3.46098,4.07756,3.38048,3.84611,3.42608,4.09401,3.48497,4.10418,4.53659,4.66034,3.56746,4.00049,3.45326,3.86137,3.57751,3.35389,3.59455,4.00195,3.86291,3.78023,3.57894,3.84495,3.78636,3.34394,3.87694,3.32859,3.58664,3.68498,3.43545,3.46199,3.59565,3.28008,3.79746,3.95541,3.72211,3.55781,3.32987,3.7221,3.67953,3.49607
"OTTHUMG00000015909",9.23278,10.4076,10.5212,10.6171,9.96746,10.3537,10.4588,10.3158,11.227,10.9249,10.644,10.5893,9.94097,10.468,10.5093,10.1365,9.59152,10.1096,9.28992,10.5574,10.3424,9.92457,9.89957,10.2508,8.84808,11.1116,9.84048,10.1828,9.46145,10.3724,9.41009,9.88455,10.0641,10.149,10.2471,10.3501,9.87188,10.8171,9.80248,9.40985,10.3217,10.8805,10.8308,10.8358,11.0555,10.5818,11.228,11.0273,11.6404,10.8989,12.1847,11.3398,10.2742,11.0627,10.9693,11.3537,11.341,11.6897,11.1598,11.2875,10.5964
"OTTHUMG00000015922",3.26438,2.75541,2.83783,3.20049,2.90032,3.66388,3.18823,2.70964,2.99904,3.00429,2.96156,2.96963,2.89819,3.19782,3.33513,2.82803,3.05917,3.31252,3.09781,3.26237,2.82947,3.9493,3.00281,3.19499,3.11373,2.79197,3.07568,3.36668,3.81844,3.16277,3.23527,3.34997,2.76432,3.03114,2.931,3.52436,2.73482,3.10443,2.59771,3.12968,3.00232,2.97234,2.90058,2.52043,2.88151,3.15041,2.85952,2.82638,3.04893,2.77377,3.18271,3.12997,2.94481,3.10625,2.92371,2.71911,2.86549,2.70695,2.84961,2.97315,3.03832
"OTTHUMG00000015925",3.39933,3.08959,2.74405,3.22419,2.79932,3.1981,3.13731,3.0843,2.98002,3.21294,2.99449,3.20795,3.17811,2.93206,3.16932,3.2321,3.33462,2.91266,3.41174,3.29784,2.85403,3.51403,2.89228,3.008,3.46997,2.92109,3.42285,2.91584,3.11395,3.17298,3.2841,3.1812,2.95332,3.01641,3.21867,3.41529,3.04996,2.82171,3.10414,3.18329,3.57191,2.97819,3.10406,2.77518,2.87592,3.3719,3.0808,2.91886,2.96849,2.70042,3.21564,2.98645,3.1806,3.03378,3.05926,3.04754,2.78983,3.12134,2.87566,2.91813,3.11286
"OTTHUMG00000015926",3.25702,3.56642,3.00583,3.25513,2.6672,3.17407,3.78133,3.00659,3.3096,2.76449,2.76688,2.85621,3.29184,2.98995,3.02452,3.16189,3.10229,3.22116,3.16888,3.43539,3.60563,3.39561,2.69986,3.13698,4.19481,2.7765,3.46475,3.87259,3.12162,3.50904,2.73966,3.76314,3.14829,3.7141,4.00757,3.36873,3.83943,3.40545,3.27569,3.57154,3.13766,2.84236,3.26305,3.08504,2.77922,2.79576,3.00529,3.0493,3.16234,3.27095,3.39145,2.95791,2.87529,3.34658,3.36636,3.56423,2.81019,3.09449,3.21711,3.12776,2.59143
"OTTHUMG00000015930",2.70882,2.97099,2.86057,2.62263,2.93709,2.98325,2.52659,3.19693,3.15924,3.08916,2.78845,3.17247,3.00979,2.46909,3.28879,2.86254,2.77923,3.24279,2.63257,2.95202,2.84996,2.63089,3.08383,2.9655,2.75899,2.71215,3.16684,3.14344,3.54454,3.06511,2.62613,2.65232,2.77124,2.86265,3.00871,3.0146,3.23156,3.49362,2.60412,2.88409,3.02817,3.0291,2.68035,2.71889,2.76348,2.85808,2.82175,2.95337,3.04187,2.77346,2.92683,3.16276,3.30732,3.7311,2.9068,3.50621,3.21546,2.85987,2.79064,2.90749,3.0807
"OTTHUMG00000015931",2.86146,2.60611,3.07535,2.61789,3.01422,2.982,2.78195,3.12083,3.12867,2.87871,2.90494,3.40207,3.07496,3.14912,3.3185,2.70716,3.1375,3.04652,3.02605,3.07257,2.90843,2.99874,2.69937,3.04627,2.93332,3.31521,3.30147,3.05637,3.28844,3.31848,3.50728,2.75302,2.58869,3.20628,2.66188,3.07956,2.89137,3.06433,3.31534,3.03462,3.08782,3.21653,3.44936,2.57563,3.3049,3.02454,2.7037,3.23887,2.83147,2.89691,3.25306,3.10261,3.23919,2.93714,3.5504,3.60915,3.14745,3.20363,2.98289,3.07654,2.91866
"OTTHUMG00000015939",3.91697,3.53723,3.25832,3.97404,4.46174,3.92633,3.85948,3.81442,3.58822,3.4782,4.68704,3.4475,3.81893,3.47854,3.5899,3.36906,3.3885,3.59896,3.59212,3.62974,3.45958,3.04837,3.60703,3.13552,3.11117,3.15605,3.91276,3.78323,3.67398,3.29887,3.86727,3.73315,3.60918,3.4966,3.5481,4.73553,3.81861,4.09437,3.15561,3.69982,4.08054,3.52548,3.44845,3.37182,3.68786,3.70095,3.04549,3.65807,3.15019,3.09638,3.1767,3.2742,3.50047,3.37134,4.08482,4.05057,2.74355,3.71678,3.16694,3.2347,3.8396
