"","GSM2544275","GSM2544276","GSM2544277","GSM2544278","GSM2544279","GSM2544280","GSM2544281","GSM2544282","GSM2544283","GSM2544284","GSM2544285","GSM2544286","GSM2544287","GSM2544288","GSM2544289","GSM2544290","GSM2544291","GSM2544292","GSM2544293","GSM2544294","GSM2544295","GSM2544296","GSM2544297","GSM2544298","GSM2544299","GSM2544300","GSM2544301","GSM2544302","GSM2544303","GSM2544304","GSM2544305","GSM2544306","GSM2544307","GSM2544308","GSM2544309","GSM2544310","GSM2544311","GSM2544312","GSM2544313","GSM2544314","GSM2544315","GSM2544316","GSM2544317","GSM2544318","GSM2544319","GSM2544320","GSM2544321","GSM2544322","GSM2544323","GSM2544324","GSM2544325","GSM2544326","GSM2544327","GSM2544328","GSM2544329","GSM2544330","GSM2544331","GSM2544332","GSM2544333","GSM2544334","GSM2544335"
"SLC4A2",5.28017,5.31673,5.21925,5.32904,5.2751,5.29689,5.23924,5.28151,5.33003,5.42436,5.3247,5.31651,5.49854,5.17344,5.38334,5.30646,5.31513,5.16042,5.21505,5.2101,5.35694,5.31673,5.18434,5.43137,5.28654,5.32953,5.57957,5.45378,5.38746,5.28022,5.37563,5.3313,5.14785,5.25712,5.34304,5.30949,5.32561,5.373,5.26186,5.31673,5.35269,5.40972,5.3533,5.23601,5.31673,5.40976,5.28721,5.27433,5.31666,5.25678,5.40743,5.31903,5.33063,5.47275,5.18696,5.20306,5.34374,5.31673,5.31673,5.24282,5.30003
"SLC4A3",4.10445,4.08886,4.20152,4.13593,4.15081,4.14638,4.12256,4.15056,4.15427,4.05791,4.12015,4.23512,4.15426,4.14565,4.20756,4.04608,4.14638,4.14638,4.19823,4.11669,4.12328,4.26992,4.20002,4.29228,4.16243,4.15987,4.35418,4.14571,4.20783,4.12615,4.21257,4.22422,4.18714,4.32789,4.14638,4.18172,4.14434,4.0964,4.08226,4.09995,4.15297,4.23691,4.09079,4.06101,4.14638,4.17822,4.08829,4.10198,4.11224,4.05995,4.14422,4.14812,4.19607,4.14652,3.97767,4.13057,4.02494,3.98551,4.19093,4.05693,4.10035
"SLC4A4",10.3516,6.00607,9.25674,11.3112,7.64885,9.45654,11.1744,6.58601,9.1125,11.1385,9.85776,8.40274,9.84757,11.2188,8.77289,7.83256,8.97579,10.9562,7.80555,9.15266,11.6396,7.50372,11.5322,10.2609,7.08566,10.8818,10.2233,9.16619,8.62899,4.91627,11.2844,7.29719,10.3297,6.14423,12.2176,6.61696,8.57293,9.82721,9.64739,8.96174,10.4715,9.90418,9.71815,10.8703,11.2927,12.6405,11.1464,10.605,10.469,11.6901,9.76196,8.57018,10.8253,10.0788,10.8225,9.25782,10.9718,11.5868,9.87966,11.6692,10.7563
"SLC4A5",3.85288,3.80228,3.76929,3.79862,3.86028,3.8499,3.86261,3.94053,3.87053,3.93806,3.89961,3.86261,3.86261,4.00067,3.86687,4.04367,3.71288,3.82611,3.86261,4.09346,3.9107,3.98644,3.93176,3.86115,4.05937,3.77199,3.98499,3.73771,3.80607,3.95574,4.01925,3.88387,3.76539,3.72658,4.11717,3.86499,3.8005,3.96205,4.0122,3.9057,3.96589,3.93036,3.81676,3.63214,3.86261,3.84285,3.78059,3.75037,3.86911,3.73943,3.83698,3.77462,3.87913,3.88317,3.81369,3.89255,3.72348,3.64033,3.88783,3.79916,3.90937
"SLC4A7",5.2768,5.27848,4.48885,4.5708,4.43961,4.25353,4.84718,4.90647,4.63594,4.278,4.66544,4.5888,4.77043,4.6423,4.57389,5.01539,4.94372,4.72731,5.90071,4.91248,5.76766,5.53173,4.84337,5.49959,6.32781,5.36796,6.1157,5.14831,5.0176,6.51291,6.01137,6.61101,5.98826,5.84059,6.3679,5.32037,6.0931,5.67152,5.09424,5.96092,4.35819,4.53144,4.61163,4.63584,4.82211,4.89025,4.6332,4.48699,4.28735,4.57439,4.3929,4.40176,4.82228,4.23192,4.60778,4.49564,4.54181,4.44293,4.31129,4.46902,4.59905
"SLC4A8",3.77388,3.66429,3.6911,3.60784,3.56869,3.6659,3.67954,3.65097,3.66302,3.64181,3.5764,3.711,3.70716,3.82991,3.73544,3.58855,3.59923,3.65271,3.73649,3.66285,3.81763,3.79917,3.60215,3.82908,3.89707,3.57807,4.02794,3.67951,3.81864,3.76549,3.88971,3.91066,3.93545,3.63371,3.81095,4.03437,3.97996,3.91382,3.63875,3.74333,3.56408,3.5444,3.49025,3.5537,3.58975,3.68477,3.56612,3.58174,3.42929,3.67951,3.6823,3.51864,3.78768,3.67951,3.60114,3.53564,3.66006,3.67951,3.60745,3.55198,3.52605
"SLC4A9",4.31204,4.21225,4.4361,5.35928,4.13049,4.07363,4.21354,4.22589,4.74761,5.06157,4.29295,4.23213,4.53838,4.41459,4.69046,4.42933,4.46089,4.74298,4.20747,4.22722,6.43507,4.42757,5.21514,4.07617,4.19059,4.22978,4.4583,4.20036,4.52246,4.21817,4.51052,4.39935,4.50777,4.20578,4.09942,4.43346,3.97195,4.00591,4.3309,4.37238,4.65675,4.71626,4.49209,4.36445,4.73267,4.72944,4.63571,4.11769,4.48466,4.4361,4.52288,4.17501,4.47562,5.30381,4.04575,4.40801,5.49614,4.3752,4.81211,4.53824,3.97657
"SLC50A1",9.39594,9.50708,9.38919,9.24412,9.36083,9.37753,9.13046,9.33746,9.09146,9.27285,9.11724,9.32794,9.27611,9.29577,9.02954,9.18069,9.13125,9.29676,9.20183,8.86836,9.325,9.51785,9.32046,9.65341,9.28824,9.37401,9.37893,9.68614,9.04795,9.24365,9.07809,9.60645,9.33318,9.29279,9.46689,9.37721,9.72197,9.4651,9.1395,9.43254,9.171,9.36371,9.04482,9.79772,9.2229,9.40889,9.35368,9.49637,9.60714,9.70274,9.45504,9.33597,9.62058,9.61914,9.40464,9.69404,9.74129,9.43983,9.85167,9.67495,9.50299
"SLC51A",4.76213,4.68518,5.05539,5.06907,4.86306,4.78402,5.1711,5.02338,4.86306,5.30356,5.03746,4.94669,4.9123,4.94447,4.92151,4.72249,4.90421,4.87956,4.54263,4.73108,4.90522,4.83662,4.86306,4.71401,4.82925,4.75245,4.83606,4.75267,4.83198,4.7601,4.77816,4.63605,4.81037,4.6851,4.84744,4.79303,4.70008,4.70471,4.88806,4.7677,5.04578,4.70324,4.6674,5.00426,4.76222,5.02299,4.73286,4.91828,5.04887,5.08244,5.06643,4.80848,4.91397,4.94102,4.86508,4.91103,4.86586,4.9635,4.87024,5.00206,4.86306
"SLC51B",5.70058,4.70993,5.45917,6.2106,4.89411,5.50935,6.40402,4.91603,5.08986,6.65417,5.48922,5.55612,5.77223,6.19572,5.64069,5.01339,5.24212,6.36483,5.19598,5.61418,6.19709,5.0343,6.10572,5.69138,5.39599,5.78794,5.55361,5.72837,5.18031,4.74483,5.5214,4.99367,5.52889,4.89374,5.66798,5.05601,5.11548,5.54166,5.40986,5.27338,6.3294,5.87226,5.69858,5.73134,6.81135,5.82647,5.99266,5.32308,5.97133,6.78115,6.24852,5.04572,5.95424,6.50366,6.27538,5.45261,6.0684,6.94974,5.62853,6.5128,6.83867
"SLC52A1",4.14125,3.70666,3.95845,3.80618,3.85425,3.93542,3.99274,4.06578,4.18836,4.09391,4.27266,3.99044,4.18823,3.96346,4.141,3.80641,3.93706,4.18423,3.92456,3.90952,4.06216,4.25676,4.08911,4.03508,3.83513,3.95712,4.07779,3.961,4.14494,3.95609,3.81175,3.76705,3.99733,3.87426,4.14689,3.83429,4.27602,3.70013,3.87191,4.07267,4.00884,3.98778,3.79878,4.04033,3.8634,4.14651,3.89503,3.98873,3.70555,3.96739,4.11656,3.81035,3.95835,4.02738,3.77042,4.0002,3.9613,3.63602,3.97394,3.96743,3.96381
"SLC52A2",5.94334,5.92209,5.99864,6.06048,6.07413,5.96752,6.11095,6.02057,6.07477,6.07171,5.90332,6.03554,6.07276,6.05329,6.14716,5.84651,5.95785,5.97439,6.32815,5.76982,5.89299,6.24511,5.89502,6.18153,6.07077,5.8795,6.26667,5.90478,5.92892,5.94744,5.91423,6.36236,6.07031,6.15969,6.04086,6.09158,6.13006,5.75596,5.90014,6.08811,5.96807,5.94319,6.02345,6.05463,5.94866,5.80762,5.92822,5.77109,5.79786,5.94648,5.96937,6.11976,6.04368,6.23383,6.09994,6.01743,6.14288,5.93855,6.01477,5.93142,6.01477
"SLC52A3",3.88475,3.7651,3.79858,4.0127,3.6787,3.63912,3.50785,4.00496,4.03879,3.86653,3.65373,3.88412,3.66902,3.81143,3.59866,3.84491,3.92819,4.22862,3.87878,3.82317,4.1725,4.10343,3.9186,3.58704,3.97,3.8116,3.83801,3.72884,3.82913,3.89345,3.88956,4.20713,3.73968,4.03974,3.70363,3.69873,3.54583,3.93716,3.85539,3.9566,3.71293,4.16705,3.7,3.84591,3.61802,3.7098,3.76662,3.69671,3.98875,3.8337,3.88094,3.92308,4.09673,4.34033,3.66157,3.76658,3.54881,3.95271,3.79373,3.77357,3.86401
"SLC5A1",3.33652,3.05309,3.31285,3.54307,3.23801,3.0269,3.22328,3.14795,3.38012,3.56218,3.22449,3.54923,3.32902,3.31939,3.31174,3.28202,2.99969,3.22762,3.22493,3.20134,3.39359,3.30955,3.33886,3.26456,3.33968,3.16223,3.27195,3.12197,3.29038,2.99721,3.05245,3.27682,3.12805,3.12422,3.57992,3.24821,2.92657,3.15501,3.23754,3.20415,3.17186,3.44643,3.15703,3.40249,3.9698,3.24828,3.42895,3.43447,3.14164,3.69181,3.48655,3.27441,3.50784,3.56044,3.31556,3.27322,3.2513,3.12762,3.33023,3.18448,3.24025
"SLC5A10",7.03718,5.781,7.03088,7.57178,6.4698,6.54844,7.5221,5.83131,6.76458,8.29543,6.95167,6.35093,7.466,6.60539,6.51081,5.89525,6.36973,7.41449,6.03581,6.48051,8.32405,5.60742,7.9337,7.19626,6.00989,6.37625,5.86486,6.82352,6.59165,5.5792,7.21172,6.26478,6.25441,6.07661,7.57156,6.03947,6.04617,6.12414,6.57835,6.86955,7.58597,7.08741,7.07639,7.88374,8.97165,8.86976,8.42645,7.87457,7.71932,7.94103,6.52166,6.33518,7.36447,7.79416,7.41617,6.96961,7.07562,7.91012,7.02348,8.42247,7.8039
"SLC5A11",4.34744,3.87882,4.32282,4.2051,4.20135,4.24188,4.39862,3.9629,4.28335,4.5815,4.15333,4.19236,4.3145,4.47539,4.07339,3.9143,4.18157,4.7116,4.02941,3.90921,4.6774,4.09565,4.26724,4.06883,4.08678,3.96991,4.18084,3.93319,4.053,3.93449,4.0485,4.12951,3.99583,4.0882,4.55346,4.17758,3.65122,3.84534,4.10353,4.21105,4.54709,4.32462,4.23355,4.41695,4.71625,4.7138,5.09365,4.48372,4.22398,4.40687,4.03177,4.09627,4.40138,4.29717,4.26579,4.2739,4.09003,4.37007,4.22197,4.52202,4.63433
"SLC5A12",11.9491,7.07885,10.6735,12.9948,9.87692,10.9256,12.8007,7.40585,10.9724,13.3156,12.3264,10.5733,11.4199,12.5967,10.6197,9.50309,10.794,12.6817,8.12335,11.1176,14.0611,8.0963,13.1461,11.6861,8.20014,11.5627,11.3071,11.171,10.8486,4.86566,12.8378,7.60844,11.3107,6.51362,13.9884,8.38295,9.11146,11.3522,11.2593,11.016,12.3191,10.9307,12.225,13.0373,13.4178,13.9835,13.2139,12.0135,11.7965,12.7818,10.1041,9.76715,12.6618,12.0878,12.2017,11.1482,12.7751,13.8166,11.7998,13.6347,13.2101
"SLC5A2",5.81773,5.02144,5.34099,7.00358,4.84218,5.35246,6.88066,5.04046,5.53899,6.96982,5.74258,5.60213,6.16056,6.3872,5.45016,4.97839,5.74308,6.32418,4.88471,5.45956,5.673,5.04616,6.12161,6.22924,5.23896,7.02692,5.98116,6.26645,5.2521,4.65606,6.19504,4.95736,6.12765,4.99248,6.06007,4.97655,5.37171,6.02106,5.74781,5.38197,6.50578,6.02343,5.87491,7.67537,7.01739,7.32515,6.52254,6.49421,6.68337,7.39453,5.72347,5.75915,6.91138,6.35474,6.6132,5.92308,6.81363,7.81039,6.26878,7.05701,7.25595
"SLC5A4",4.38091,4.43907,5.71636,4.6248,5.67405,6.1271,5.23666,5.84461,5.47403,4.86271,6.12084,4.94014,4.32093,5.03074,4.44128,5.77719,5.68096,5.98798,4.29067,5.92773,4.48225,5.33416,4.78821,4.26386,4.32801,4.36593,4.53689,4.3369,4.72065,5.49093,4.85881,4.48597,4.73481,4.79145,4.34301,4.65641,4.42906,6.186,5.08118,5.02739,5.89407,4.36626,4.53297,4.7578,4.90146,5.04222,4.38476,4.43796,4.67135,4.08601,4.26437,4.54127,4.58903,4.52961,4.4233,4.26584,4.58249,4.22746,4.27431,4.81044,4.55762
"SLC5A5",3.45422,3.4018,3.51285,3.5308,3.51311,3.45992,3.45965,3.44594,3.38723,3.502,3.51148,3.73061,3.68632,3.50206,3.65886,3.51407,3.51604,3.51407,3.65874,3.61966,3.68256,3.51407,3.5124,3.52338,3.51582,3.53876,3.62184,3.52886,3.67043,3.51666,3.52501,3.55251,3.3774,3.46368,3.62891,3.56601,3.44461,3.4794,3.46019,3.49973,3.52248,3.36271,3.49537,3.51719,3.46127,3.45199,3.575,3.60317,3.46848,3.50463,3.54858,3.52455,3.61489,3.62906,3.453,3.53248,3.39458,3.38605,3.72362,3.56046,3.30454
"SLC5A6",4.60977,4.83279,4.74082,4.72513,4.67701,4.71853,4.56827,4.58429,4.62915,4.72688,4.68846,4.78065,4.77773,4.75304,4.58396,4.62819,4.69068,4.77983,4.5634,4.72721,4.63882,4.73316,4.80997,4.73075,4.68823,4.78857,4.8646,4.76006,4.71726,4.53194,4.84528,4.96805,4.70202,4.70641,4.686,4.80425,4.77029,4.97424,4.79293,4.82806,4.73831,4.76249,4.59097,4.86202,4.85607,4.98227,4.7415,4.50089,4.8838,4.79631,4.95911,4.73763,4.81358,4.67139,4.90047,4.81427,4.6459,4.73763,4.74082,4.7112,4.87375
"SLC5A7",3.41933,3.29119,3.27818,3.40239,3.33094,3.44149,3.26625,3.12553,3.39363,3.24219,3.5699,3.75272,3.39213,3.69095,3.5309,3.90058,3.27058,3.32797,3.66487,3.11102,3.43035,3.79327,3.15081,3.32552,3.55211,3.41431,3.37736,3.33572,3.5728,3.89665,3.22215,3.43729,3.3056,3.0649,3.2227,3.24934,3.2166,3.2451,3.83029,3.24799,3.40806,3.73251,3.25731,3.16657,3.37888,3.3708,3.55724,3.44252,3.61579,3.35152,3.43837,3.27713,3.40248,3.56791,3.50296,3.33548,3.47783,3.11347,3.30456,3.3171,3.24233
"SLC5A8",4.36932,3.61624,4.41131,4.16348,4.62509,3.93683,4.07271,3.73566,4.31768,4.82843,3.97508,3.58538,4.40594,3.93726,4.3988,3.90832,3.72115,3.90294,4.10713,3.9311,4.92384,3.94893,4.07277,5.37156,3.83091,4.01354,4.06899,3.48479,4.62468,3.49474,4.22086,3.70159,3.92133,3.50414,5.79927,3.8095,4.14316,3.71588,3.71111,3.95693,4.14633,4.51742,4.02656,3.8726,4.88742,4.43639,4.44011,3.76978,3.80695,4.561,4.06756,3.55931,4.54495,4.43154,4.30108,4.1324,4.16667,3.62935,4.04367,4.11913,4.04313
"SLC5A9",4.23792,3.92296,4.00295,4.37323,4.13535,4.38711,4.47563,4.02358,4.21918,4.65406,4.51994,3.90074,4.41988,4.24061,3.96401,4.35145,4.03613,4.49894,4.14336,4.3907,4.80368,4.56292,4.52378,4.52765,3.92476,4.14102,4.4758,4.07934,4.48323,3.98174,5.02492,4.06663,4.04767,4.04582,5.48828,4.0799,3.99935,4.07924,4.27566,4.11912,4.66822,4.11563,4.21044,4.43521,4.23056,4.37563,5.03266,4.081,4.21039,4.31881,4.17495,3.85388,4.87606,4.05727,3.80824,3.84396,4.13992,4.23056,4.26734,4.2125,4.5532
"SLC6A1",3.40136,3.445,3.43936,3.44297,3.46193,3.36519,3.48094,3.44331,3.50077,3.4192,3.50305,3.47901,3.43352,3.42617,3.41131,3.45551,3.4517,3.51057,3.74149,3.46193,3.4681,3.60773,3.46193,3.46193,3.47758,3.41145,3.50356,3.37336,3.44398,3.52411,3.52465,3.52826,3.35408,3.63219,3.4195,3.44408,3.42,3.33998,3.32822,3.69653,3.43323,3.39538,3.45253,3.47727,3.48244,3.82541,3.50495,3.47844,3.50255,3.42909,3.52006,3.37594,3.49574,3.45201,3.46193,3.46193,3.50378,3.39625,3.49898,3.3794,3.45151
"SLC6A1-AS1",3.04695,2.85836,2.74683,2.72137,3.0977,2.83101,2.96945,2.86599,2.88707,2.88749,3.03112,2.81045,2.77498,2.45677,2.85985,2.77275,2.9677,2.82697,3.44324,3.22437,2.78496,2.65462,3.29065,2.87515,2.85307,3.4381,3.08709,2.83698,2.65527,3.04253,2.86424,3.31939,2.80317,2.82911,2.78184,2.57835,2.43266,2.97783,2.81723,2.72716,2.71336,2.78803,2.71267,3.0386,2.67947,2.83129,2.76624,2.81004,3.14672,2.99301,2.94833,2.91541,3.03873,2.70224,3.15763,2.70206,2.54346,2.87991,2.85731,3.04048,2.64827
"SLC6A10P",5.51518,5.22649,5.20697,5.96385,5.26828,5.4364,5.85376,5.05362,5.45864,5.603,5.42681,5.26782,5.53663,5.6611,5.38495,5.16348,5.1855,5.85938,5.36536,5.65181,5.88797,5.82714,5.69432,5.92238,5.38922,5.97702,6.08312,5.87166,5.30997,5.23317,5.60272,5.53671,5.96318,5.40869,6.02046,4.97642,5.6433,5.47411,5.78189,5.70612,5.67441,5.57208,5.50655,6.0969,6.23664,6.42087,5.73438,5.72345,5.61977,6.28936,5.61917,5.81887,6.50582,5.87142,5.74357,5.42241,5.69264,6.24808,5.86827,6.08216,5.57303
"SLC6A11",3.60076,3.58267,3.4966,3.63316,3.50389,3.3233,3.45799,3.50784,3.72094,3.45444,3.60782,3.73919,3.8995,3.5276,3.63465,3.4288,3.53951,3.55274,3.70595,3.64892,3.54104,3.67278,3.63017,3.68109,3.60076,3.58244,3.7032,3.36358,3.60605,3.50508,3.60777,3.68373,3.53823,3.62975,3.60076,3.6609,3.46694,3.53059,3.64671,3.62425,3.74831,3.53403,3.57735,3.82818,3.70733,3.63529,3.58593,3.69735,3.37303,3.61612,3.9751,3.62162,3.62635,3.61277,3.60076,3.66368,3.59559,3.71947,3.57502,3.61797,3.60076
"SLC6A12",5.34863,4.77817,4.92271,5.27209,4.95894,4.9595,5.52224,4.90737,4.99995,5.51765,5.09301,4.90036,5.32438,4.97698,4.99869,4.67586,5.0643,5.23768,5.1841,4.89849,5.93226,5.10604,5.41381,5.11483,5.05537,4.82568,5.18561,5.08754,5.19375,4.54722,5.42267,5.00978,5.12313,5.12821,5.29518,5.05601,4.73351,5.12682,5.01027,5.16443,5.33746,5.18079,5.45321,5.24834,5.85419,5.66534,4.98303,5.03298,4.92448,5.18746,4.93578,4.84036,5.60179,5.44659,5.00809,4.94657,5.0795,5.17586,5.2714,5.29897,5.2118
"SLC6A13",6.92721,5.41168,6.69837,7.33896,6.11917,6.99542,7.5912,5.10092,6.35216,8.54948,7.08427,6.07285,7.47109,6.55808,6.8466,5.63956,6.40856,7.82309,6.02088,6.06212,8.4623,5.62685,7.77865,6.91344,4.9617,6.36323,6.47182,6.49959,6.45659,4.87045,7.53828,5.42812,5.871,5.16511,7.33534,5.20498,5.80495,6.15331,6.01618,6.17502,7.40789,7.37065,7.85299,7.42115,8.34215,8.88495,7.93311,7.57492,7.15981,8.33177,6.70679,5.73398,8.22455,7.36129,6.81527,7.52437,7.05602,8.66907,7.48575,7.4987,7.51118
"SLC6A14",3.44675,2.87693,2.81743,2.92305,3.06308,2.83624,3.00727,3.01718,3.02091,3.01007,2.85161,3.04487,3.01173,2.99218,2.99542,3.03341,2.93989,3.0066,2.97277,2.99401,2.96757,3.10145,3.01313,3.01876,3.05283,2.9726,3.1606,2.96064,3.31237,3.13869,3.15794,3.0014,2.86395,3.08674,3.02703,3.10667,3.08237,2.89863,3.07897,3.00925,3.0005,2.91007,3.13526,3.06359,3.01313,3.10837,2.84694,3.03708,2.85879,3.03884,3.07289,3.10362,3.03012,2.89258,3.12475,3.01313,2.97216,2.91608,2.95362,3.15035,3.17244
"SLC6A15",3.25195,2.98725,2.76298,3.03889,3.029,3.06631,2.87468,3.0788,2.91926,2.80054,3.01932,3.07862,3.04083,2.83072,3.09333,2.98946,2.99336,3.05954,2.917,3.05423,3.0432,3.04361,3.03889,3.05421,3.038,2.95,3.06783,3.07173,3.10279,3.00982,2.86868,3.10697,2.96283,3.19566,3.13389,3.2449,2.94747,2.93894,3.03889,3.08135,3.00659,3.03889,2.99903,2.97294,2.98096,3.03889,3.07595,3.15468,2.9948,3.05187,3.16724,2.97453,3.26956,3.23246,3.08961,3.16575,3.10717,2.98475,3.07009,3.15983,3.08333
"SLC6A16",5.86214,5.9374,5.63282,6.11295,6.03707,5.77973,6.08047,5.8545,6.26807,6.06769,5.92171,5.3159,5.99307,5.99721,5.7932,6.15135,6.3664,5.85537,5.36355,5.86812,5.46806,5.52835,5.60509,5.44008,6.17975,5.87933,5.5416,5.73643,5.64918,6.09453,6.07082,5.4214,5.56159,5.45356,5.36,5.80744,5.42744,6.01353,5.73752,5.41863,5.88676,5.83377,5.91809,5.88613,5.29478,5.11915,5.58484,5.31634,6.48605,5.99036,6.03231,5.90565,5.78794,5.69939,6.06955,5.74617,6.00133,5.69467,5.50778,6.26342,5.74929
"SLC6A17",3.61091,3.51882,3.5632,3.83765,3.7172,3.44097,3.80336,3.63475,3.88683,3.70375,3.66083,3.72541,3.85101,3.73191,3.69796,3.69406,3.61061,3.98816,3.69406,3.70778,3.65089,3.69756,3.64216,3.6038,3.6335,3.58823,3.81898,3.6296,3.79725,3.62089,3.49109,3.79226,3.78794,3.75646,3.4908,3.69406,3.83398,3.46074,3.68462,3.69034,3.42991,3.92199,3.76846,3.56084,3.8799,3.74956,3.78782,3.64508,3.59891,3.62759,4.13929,3.91934,3.9778,3.96455,3.5893,3.6459,3.7133,3.58733,3.79789,3.67306,3.68505
"SLC6A18",4.59851,3.95676,5.04654,4.68656,4.45779,4.39909,4.88461,4.17897,4.72882,5.46366,4.57225,5.01293,5.51614,5.21319,5.22421,4.14246,4.07108,4.48237,4.44765,4.37029,5.0181,4.33986,4.57412,4.54186,4.36182,4.10205,4.55803,4.32418,4.60665,4.19498,4.26498,4.46757,4.29872,4.34174,4.22946,4.30793,4.06589,4.51883,4.27925,4.64774,4.50535,5.7877,5.26742,4.36151,5.51526,4.90293,4.6365,4.42289,4.28532,5.95298,4.48651,4.83024,5.05127,4.44001,5.17112,4.42945,4.14134,4.28877,4.61265,5.38527,5.49382
"SLC6A19",8.4977,5.08046,8.01998,9.08811,6.62949,8.11733,9.16407,5.21336,8.09047,10.1588,7.98144,7.40411,8.23374,9.53016,7.79972,5.58486,7.89588,9.14017,5.28922,6.54939,8.58522,5.04435,9.54354,8.56436,5.63722,8.20358,6.68908,8.20772,7.63674,4.53621,7.67836,5.03865,8.06907,4.91263,9.29154,5.57975,6.39094,6.84171,7.48002,7.15996,9.55588,8.021,8.16794,9.37115,9.92824,10.8822,9.61867,9.18033,9.09089,10.1006,7.90943,7.0131,9.15978,8.80168,9.1497,8.42131,9.45396,10.76,8.56992,10.1199,9.22975
"SLC6A2",3.85615,3.93697,3.62263,4.00498,3.81117,3.96324,3.85944,3.98212,5.24423,3.69775,3.81614,3.77409,4.10813,3.76729,4.99702,4.20526,3.75409,3.77515,3.71571,3.82877,3.66294,3.88168,4.00683,3.83442,3.79676,4.20083,3.63993,3.67662,3.94978,4.10869,3.56957,3.39538,3.60926,3.50945,3.67196,3.73119,3.38074,3.53123,3.86037,3.90263,4.06333,4.30361,4.1883,3.72405,4.36902,3.96996,4.94585,5.83534,4.89458,3.94955,4.34864,3.97927,4.0762,4.43297,4.03081,4.77487,4.33927,4.23926,4.39975,4.60375,5.19557
"SLC6A20",4.00572,3.94855,4.03906,3.87049,3.82548,3.84607,3.81057,3.99458,3.98124,4.05037,3.86837,3.92022,3.98124,4.05339,3.94594,4.01704,3.98848,3.90449,4.38926,3.94307,4.28954,4.11347,3.84719,4.04381,3.98124,3.98124,4.32731,3.96629,3.85426,3.94836,4.38868,4.59098,4.01878,4.6783,4.56242,3.94775,4.00092,4.02632,3.87717,4.10796,3.94628,3.8786,3.78698,3.96102,4.20536,3.84973,3.78377,3.80663,3.76627,3.94446,3.9096,3.86121,4.18415,3.98124,3.98124,3.9566,3.79348,3.92879,4.00295,3.67847,3.83003
"SLC6A3",3.5104,3.4307,3.44286,3.49895,3.62962,3.54109,3.54166,3.48609,3.47438,3.57797,3.48386,3.61696,3.66512,3.36683,3.54182,3.46363,3.50011,3.46304,3.57619,3.46199,3.40127,3.59881,3.36528,3.53476,3.64186,3.44282,3.47229,3.68411,3.46272,3.36134,3.45098,3.48609,3.43833,3.48609,3.57051,3.57707,3.48628,3.38284,3.50092,3.48602,3.48609,3.44321,3.39535,3.49647,3.45145,3.56313,3.42465,3.41478,3.44406,3.48197,3.66107,3.45026,3.48609,3.58858,3.42743,3.39911,3.66153,3.42301,3.4821,3.41903,3.30623
"SLC6A4",3.72345,3.77757,4.38728,3.78363,4.23717,4.02383,3.71236,3.89443,4.03507,3.88765,3.79844,4.04824,3.85258,3.84768,3.85928,3.82468,3.85619,4.10163,3.61889,3.88564,3.48078,3.68014,3.81946,3.88546,3.60173,3.73664,3.49971,3.94971,3.77901,3.74205,3.62337,3.56334,3.72004,3.46418,3.50819,3.66637,3.54741,3.50145,3.65029,3.45085,4.02587,3.93345,4.06005,3.86864,4.1839,3.61235,4.21906,5.24796,3.64889,4.09963,4.10482,4.07027,3.63955,4.11182,4.12415,4.42197,3.9801,4.46457,3.91192,4.00699,4.11528
"SLC6A5",3.29142,3.0938,3.12166,3.20456,3.18891,3.20456,3.04804,3.10647,3.21477,3.24002,3.19285,3.13544,3.27729,2.99219,3.30605,3.06666,3.20449,3.33671,3.24167,3.20485,3.0391,3.22555,3.21294,3.29634,3.25315,3.14377,3.36821,3.03679,3.30906,3.19577,3.21655,3.14116,3.18055,3.12875,3.27737,3.208,3.25071,3.05694,3.18146,3.15066,3.2493,3.18987,3.33786,3.07155,3.1732,3.2057,3.25808,3.30108,3.20571,3.2409,3.40165,3.25063,3.27496,3.25898,3.32824,3.28481,3.20456,3.20494,3.19999,3.26925,3.13646
"SLC6A6",10.0432,9.57741,9.24233,8.70836,8.84486,8.49771,8.60961,9.74716,8.58256,8.4014,9.57765,9.23491,8.32258,9.26468,8.43786,9.3411,9.48602,8.70129,9.86407,9.01972,9.41109,9.27183,8.26282,9.87948,9.13235,9.32337,9.57392,9.19927,9.3116,10.397,9.96562,9.60078,9.97681,9.45964,8.77337,9.6608,10.5845,10.8448,10.8562,11.4244,8.91544,8.41831,8.46782,8.00903,8.49985,8.04932,8.17868,9.34098,8.04147,8.0865,7.96171,7.60097,8.2327,7.77399,8.63091,8.2626,7.80561,7.16998,8.17621,8.43072,7.58587
"SLC6A7",3.47396,3.32349,3.26906,3.23529,3.35728,3.37386,3.33813,3.46962,3.48204,3.32493,3.3305,3.44725,3.41123,3.25863,3.468,3.32262,3.21292,3.36127,3.43638,3.4022,3.26333,3.47142,3.24611,3.35152,3.40884,3.42582,3.529,3.26962,3.64336,3.23041,3.23476,3.25149,3.25781,3.34182,3.33301,3.43992,3.21271,3.08314,3.33017,3.33981,3.28752,3.25053,3.30551,3.24263,3.15944,3.3305,3.2804,3.53561,3.27733,3.21841,3.36318,3.31325,3.28744,3.47918,3.31801,3.42104,3.33229,3.26147,3.38735,3.34886,3.34719
